H,e,a,q,i,om,w,ma,ad,n,per,moid,albedo
19.1,0.1934,2.2,1.775,4.61,334.18,317.15,180.13,2.63,0.302,1190,0.763,0.144070207
18.82,0.0946,2.187,1.98,4.58,29.1,25.03,168.15,2.39,0.3047,1180,0.992,0.126751207
17.11,0.1623,2.97,2.488,12.29,158.98,235.01,193.5,3.45,0.1926,1870,1.52,0.150645232
17.5,0.1037,2.998,2.687,1.3,183.61,243.4,266.49,3.31,0.1899,1900,1.7,0.130027501
18.32,0.2219,2.437,1.896,5.04,353.74,27.56,348.06,2.98,0.2591,1390,0.901,0.123021636
14.98,0.1822,2.839,2.322,0.46,266.23,123.82,136.56,3.36,0.206,1750,1.33,0.120116656
18.7,0.1573,2.328,1.962,1.37,169.44,246.33,89.33,2.69,0.2775,1300,0.974,0.150510184
18.3,0.2688,2.557,1.87,3.85,165.7,254.53,99.42,3.24,0.2411,1490,0.887,0.123611973
16.99,0.0764,2.361,2.181,6.35,139.22,323.23,251.91,2.54,0.2716,1330,1.2,0.142091887
17.31,0.0275,2.681,2.607,11.32,245.2,215.85,321.48,2.76,0.2245,1600,1.63,0.125368129
17.22,0.1546,2.815,2.379,3.01,145.67,55.73,106.95,3.25,0.2087,1720,1.38,0.131001413
17.6,0.2082,2.664,2.109,6.68,21.19,56.35,265.45,3.22,0.2267,1590,1.13,0.130187027
16.8,0.0369,3.138,3.023,13.55,202.83,130.19,128.25,3.25,0.1773,2030,2.03,0.143451359
15.9,0.0513,3.186,3.022,8.81,255.75,49.96,230.68,3.35,0.1733,2080,2.02,0.14158386
15.81,0.127,2.725,2.379,9.92,151.3,150.58,259.79,3.07,0.2191,1640,1.37,0.129635429
17,0.1141,3.017,2.673,10.27,14.8,39.47,269.82,3.36,0.1881,1910,1.69,0.132715741
16.1,0.1196,3.133,2.758,5.89,56.85,262.77,176.1,3.51,0.1777,2030,1.75,0.134567136
19.42,0.2203,2.45,1.91,7.2,109.16,257.05,99.92,2.99,0.2571,1400,0.924,0.153477699
17,0.1261,3.185,2.783,13.02,191.33,294.13,343.07,3.59,0.1734,2080,1.83,0.1389606
15.7,0.1055,3.117,2.788,12.45,89.31,299.8,262.21,3.45,0.1791,2010,1.82,0.13268621
17.82,0.1653,2.48,2.07,3.06,248.99,49,196.09,2.89,0.2523,1430,1.06,0.126671625
17.2,0.2246,3.152,2.444,11.07,122.77,240.07,75.39,3.86,0.1761,2040,1.46,0.132977092
17.74,0.0485,2.76,2.626,5.6,215.73,142.43,38.54,2.89,0.2149,1670,1.63,0.145706146
16.43,0.0368,2.607,2.511,22.46,22.38,50.1,196.58,2.7,0.2341,1540,1.54,0.14093126
17.4,0.0935,2.738,2.482,6.95,252.15,6.84,133.79,2.99,0.2175,1660,1.47,0.151615298
16.74,0.2146,2.288,1.797,12.18,31.79,306.03,196.75,2.78,0.2848,1260,0.82,0.133164826
16.9,0.0769,2.986,2.756,8.41,237.87,243.98,78.11,3.22,0.191,1880,1.79,0.133620345
17.4,0.0723,2.683,2.489,4.71,331.08,11.34,75.27,2.88,0.2242,1610,1.48,0.142209835
18.7,0.2008,2.391,1.911,0.67,205.68,154.04,233.3,2.87,0.2667,1350,0.908,0.145662567
17.8,0.1933,2.453,1.979,2.62,233.86,219.49,38.34,2.93,0.2565,1400,0.996,0.130675396
17.4,0.2776,3.167,2.288,13.63,277.59,147.71,125.99,4.05,0.1749,2060,1.31,0.139498657
18.2,0.2493,2.633,1.976,12.69,2.23,338.23,226.8,3.29,0.2307,1560,0.975,0.150879562
17.9,0.1434,2.811,2.408,6.08,76.75,271.81,212.43,3.21,0.2091,1720,1.41,0.130381399
17.56,0.134,3.027,2.621,8.6,178.02,262.56,175.37,3.43,0.1872,1920,1.65,0.140228628
16.19,0.0364,2.742,2.642,1.93,15.64,195.34,170.47,2.84,0.2171,1660,1.64,0.141066812
15.42,0.0433,3.06,2.928,9.31,1.78,221.07,219.33,3.19,0.1841,1960,1.93,0.132767984
16.9,0.1351,3.064,2.65,10.92,226.13,174.93,157.06,3.48,0.1837,1960,1.66,0.137799219
17.2,0.0714,2.155,2.001,27.66,325.71,58.67,180.13,2.31,0.3116,1160,1.04,0.135561143
17.1,0.111,2.563,2.279,2.35,227.41,32.3,230.82,2.85,0.2402,1500,1.26,0.13240031
18.29,0.0566,2.19,2.066,2.09,217.99,274.79,234.64,2.31,0.3041,1180,1.08,0.146604142
23,0.4044,1.373,0.818,7.3,75.45,259.41,103.89,1.93,0.6128,587,0.0178,0.143567717
17.4,0.2124,2.578,2.03,11.66,273.69,213.76,210.93,3.13,0.2381,1510,1.06,0.146861553
24,0.5641,2.101,0.916,10.98,93.17,131.97,188.02,3.29,0.3235,1110,0.0136,0.152012723
15.43,0.0462,2.597,2.477,3.28,235.43,141.31,74.27,2.72,0.2355,1530,1.48,0.136024276
15.01,0.1138,3.145,2.787,27.52,92.82,113.53,200.16,3.5,0.1768,2040,1.87,0.13936958
18.3,0.1194,2.432,2.141,5.32,155.98,207.07,89.2,2.72,0.2599,1390,1.14,0.130149073
17.97,0.1513,2.671,2.267,1.3,25.76,291.65,79.84,3.08,0.2258,1590,1.25,0.125400861
18.1,0.2646,2.606,1.916,14.63,163.01,187,229.89,3.29,0.2343,1540,0.911,0.151238173
17.4,0.057,2.689,2.536,5.02,338.87,86.5,36.57,2.84,0.2235,1610,1.56,0.14351321
16.13,0.0697,3.181,2.959,9.86,308.65,56.06,359.89,3.4,0.1737,2070,1.97,0.146612956
17.02,0.1401,2.722,2.34,7.9,226.6,231.72,333.93,3.1,0.2195,1640,1.37,0.136757328
19.5,0.0357,1.895,1.827,22.21,32.73,33.64,61.54,1.96,0.3778,953,0.844,0.144164686
17.1,0.1718,2.678,2.218,9.2,13.79,325.2,76.97,3.14,0.2249,1600,1.22,0.151122639
18.11,0.1876,2.202,1.789,1.86,230.65,56.47,103.94,2.61,0.3017,1190,0.774,0.121849224
17.52,0.11,2.333,2.076,7.03,204.14,198.42,95.02,2.59,0.2766,1300,1.09,0.146068214
16.89,0.1046,3.081,2.759,12.67,230.76,239.56,254.75,3.4,0.1822,1980,1.8,0.158656273
16.39,0.1533,3.194,2.704,4.54,217.3,246.58,176.93,3.68,0.1727,2080,1.73,0.1592507
16.4,0.1676,2.63,2.189,11.41,324.68,324.71,180.31,3.07,0.2311,1560,1.18,0.144224092
17.05,0.1216,3.088,2.713,2.26,25.32,189.83,12.63,3.46,0.1816,1980,1.71,0.13062519
18.62,0.0931,2.687,2.437,10.95,150.98,70.7,4.52,2.94,0.2238,1610,1.46,0.160947864
17.5,0.1945,3.052,2.458,14.81,46.56,7.67,337.54,3.65,0.1849,1950,1.47,0.142280924
16.35,0.2361,2.333,1.782,26.69,280.29,201.63,352.68,2.88,0.2766,1300,0.812,0.142381099
16.1,0.0335,3.099,2.995,12.24,29.53,178.95,245.19,3.2,0.1807,1990,1.99,0.143459178
17.6,0.2185,2.679,2.094,17.53,124.41,341.03,69.75,3.26,0.2248,1600,1.12,0.149244794
19,0.19,2.386,1.932,2.6,6.81,339.28,290.8,2.84,0.2675,1350,0.926,0.1280841
18,0.1116,2.759,2.451,3.64,303.49,77.19,8.15,3.07,0.2151,1670,1.46,0.136176096
16.83,0.1237,2.178,1.909,5.15,87.18,169.19,283.77,2.45,0.3066,1170,0.895,0.129010372
16.61,0.2122,3.006,2.368,3.69,241.86,123.72,46.64,3.64,0.1891,1900,1.37,0.13506386
18.8,0.2341,2.416,1.85,4.64,10.99,357.12,12.02,2.98,0.2625,1370,0.848,0.153157799
18.4,0.1381,2.6,2.241,4.66,155.55,304.08,205.5,2.96,0.235,1530,1.26,0.173326057
16.36,0.0641,3.065,2.869,10.73,80.02,72.08,130.44,3.26,0.1837,1960,1.9,0.126797
16.9,0.2134,2.296,1.806,2.56,177.16,216.26,115.18,2.79,0.2833,1270,0.813,0.131958414
17.11,0.2047,3.122,2.483,12.05,96.66,336.48,243.67,3.76,0.1787,2010,1.5,0.145846511
17.32,0.0719,2.757,2.559,6.84,61.81,336.5,0.78,2.95,0.2153,1670,1.57,0.125907336
17.9,0.2028,3.173,2.53,33.39,36.47,129.28,203.12,3.82,0.1744,2060,1.62,0.169607675
16.74,0.0582,2.714,2.556,4.33,203.81,125.98,148.82,2.87,0.2204,1630,1.55,0.164149082
18.1,0.232,2.807,2.156,6.32,308.88,80.27,93.79,3.46,0.2096,1720,1.17,0.142771689
17.7,0.1197,2.622,2.308,3.16,60.43,356.68,123.9,2.94,0.2322,1550,1.32,0.114070876
16.58,0.1819,2.325,1.902,2.69,326.11,26.66,222.85,2.75,0.278,1290,0.898,0.164862511
16.26,0.1024,3.046,2.734,7.39,269.01,57.03,147.08,3.36,0.1854,1940,1.73,0.155829079
17.8,0.0469,2.615,2.493,1.26,147.68,140.81,176.58,2.74,0.233,1540,1.48,0.131665026
17.1,0.0734,2.862,2.652,1.08,250.35,92.2,131.43,3.07,0.2036,1770,1.64,0.152896308
19.16,0.1433,2.291,1.963,2.22,2.58,179.64,166.85,2.62,0.2841,1270,0.966,0.15780431
18,0.2372,2.564,1.956,4.66,319.5,51.98,66.29,3.17,0.24,1500,0.96,0.139063204
16.8,0.0515,3.122,2.961,15.57,324.53,275.04,244.1,3.28,0.1787,2010,2,0.15300855
17.16,0.1913,3.151,2.548,14.26,163.69,352.65,67.55,3.75,0.1762,2040,1.56,0.147003744
18,0.1753,2.757,2.274,10.23,111.1,87.55,16.94,3.24,0.2153,1670,1.3,0.138378244
18,0.0775,2.762,2.548,2.64,352.86,72.5,170.55,2.98,0.2147,1680,1.56,0.143860315
19.4,0.1885,2.362,1.917,2.29,104.51,288.8,9.42,2.81,0.2715,1330,1.25,0.146104912
17.4,0.0388,2.772,2.665,4.24,21.38,73.72,72.07,2.88,0.2136,1690,1.69,0.140878958
16.4,0.1228,2.429,2.131,5.27,95.8,65.7,263.75,2.73,0.2604,1380,1.15,0.147210815
17.43,0.0698,2.293,2.133,7.09,262.54,63.48,42.65,2.45,0.2839,1270,1.13,0.150539124
16.21,0.0995,2.257,2.032,5.19,166,300.33,28.95,2.48,0.2908,1240,1.05,0.138596852
16.8,0.0761,2.866,2.648,6.78,41.84,338.8,73.39,3.08,0.2032,1770,1.65,0.151757695
15.36,0.0957,3.123,2.824,8.23,88,45.43,247.7,3.42,0.1786,2020,1.85,0.124334833
18.72,0.186,2.443,1.988,1.59,313.86,322.98,11.5,2.9,0.2581,1390,0.973,0.153208798
16.62,0.1605,2.408,2.022,2.76,132.09,346.71,14.15,2.79,0.2638,1360,1.04,0.121814436
13.68,0.2164,2.43,1.904,23.27,155.31,51.34,137.47,2.96,0.2602,1380,0.971,0.119565353
17.5,0.1671,2.386,1.987,7.24,84.94,304.62,68.48,2.78,0.2675,1350,1,0.160745613
16.52,0.1169,2.586,2.283,7.66,68.75,56.14,217.75,2.89,0.2371,1520,1.31,0.145656355
18,0.1773,2.596,2.136,4.65,178.25,223.79,269.59,3.06,0.2356,1530,1.15,0.151189942
19.4,0.116,2.33,2.059,5.82,229.52,142.12,271.76,2.6,0.2772,1300,1.06,0.136680367
18.3,0.2446,2.34,1.768,2.97,329.75,345.52,118.07,2.91,0.2754,1310,0.755,0.134147379
16.24,0.1805,2.75,2.253,12.17,333.18,101,187.01,3.25,0.2162,1670,1.31,0.134042437
16.37,0.1791,2.343,1.923,1.55,323.14,276.63,340.46,2.76,0.2749,1310,0.913,0.13002167
16.6,0.0805,2.747,2.526,9.58,172.23,160.1,205.41,2.97,0.2165,1660,1.52,0.119284155
17.2,0.1146,3.097,2.743,2.4,101.29,263.44,91.53,3.45,0.1808,1990,1.74,0.14978571
17.38,0.0762,2.425,2.24,5.81,166.01,52.91,77.81,2.61,0.261,1380,1.24,0.15564017
16.4,0.0759,3.107,2.871,8.27,287.71,138.45,41.32,3.34,0.18,2000,1.89,0.143556833
18,0.0599,2.207,2.075,7.86,325.25,63.62,279.17,2.34,0.3006,1200,1.09,0.138985246
15.69,0.1059,3.091,2.764,3.21,132.73,170.23,127.45,3.42,0.1813,1990,1.75,0.137506768
16.98,0.0619,3.047,2.858,7.07,176.29,223.33,5.17,3.24,0.1853,1940,1.87,0.139739278
18.6,0.2022,2.166,1.728,3.8,314.18,343.54,194.52,2.6,0.3092,1160,0.714,0.146174618
17.78,0.2782,2.613,1.886,10.36,150.48,229.3,35.86,3.34,0.2333,1540,0.906,0.152125507
18.94,0.1997,2.424,1.94,2.56,164.14,176.65,343.35,2.91,0.2611,1380,0.933,0.133842129
17.13,0.1539,2.372,2.007,0.69,223.83,220.36,176.14,2.74,0.2697,1330,1.02,0.141457546
19.4,0.1055,1.91,1.709,22.61,42.29,311.76,215.65,2.11,0.3734,964,0.752,0.13979926
17.61,0.1239,2.361,2.068,1.56,8.72,189.69,159.56,2.65,0.2718,1320,1.07,0.146236945
17.33,0.0587,2.698,2.539,4.37,161.82,60.6,299.34,2.86,0.2225,1620,1.54,0.137603774
15.88,0.2466,2.334,1.759,1.11,155.72,276.41,114.75,2.91,0.2764,1300,0.774,0.149825418
19,0.1809,2.608,2.136,10.69,295.82,142.36,28.91,3.08,0.234,1540,1.25,0.154487192
16.07,0.2045,3.113,2.477,13.94,195.99,146.79,263.24,3.75,0.1794,2010,1.48,0.145368478
18.2,0.2672,2.605,1.909,12.21,201.29,248.86,112.35,3.3,0.2344,1540,0.963,0.133665226
18.46,0.1406,2.668,2.293,3.28,42.74,340.11,9.62,3.04,0.2262,1590,1.3,0.134905738
19.8,0.2414,2.191,1.662,4.55,270.13,165.96,109.12,2.72,0.3039,1180,0.678,0.152921646
17.24,0.1479,2.757,2.349,12.33,203.89,202.55,255.63,3.16,0.2153,1670,1.36,0.1511652
14.3,0.0911,3.066,2.787,8.47,201.46,95.58,176.11,3.34,0.1836,1960,1.79,0.128792637
14.39,0.0871,3.199,2.92,7.77,300.34,36.03,65.21,3.48,0.1723,2090,1.92,0.128676392
16.6,0.1619,3.045,2.552,3.58,222.29,64.92,264.64,3.54,0.1855,1940,1.54,0.124297875
17.2,0.243,2.988,2.262,10.49,98.57,355.22,194.32,3.71,0.1908,1890,1.28,0.134276418
16.51,0.0621,2.477,2.323,6.38,156.19,58.2,101.41,2.63,0.2528,1420,1.33,0.137584922
19.2,0.1721,2.358,1.953,0.89,328.86,86.42,192.23,2.76,0.2721,1320,0.965,0.135558385
17.5,0.1758,2.617,2.157,8.64,220.04,104.56,115.93,3.08,0.2328,1550,1.17,0.143865215
16.16,0.0086,2.693,2.67,2.98,1.53,150.59,75.53,2.72,0.223,1610,1.68,0.142485253
15.05,0.0688,2.998,2.792,12.36,98.24,201.68,63.39,3.2,0.1899,1900,1.78,0.149624557
18.7,0.0965,2.648,2.393,2.75,173.65,164.18,256.25,2.9,0.2287,1570,1.38,0.145882272
17,0.0736,2.528,2.342,14.24,339.22,53.79,117.37,2.71,0.2453,1470,1.37,0.156640752
16.19,0.1814,3.176,2.6,16.15,267.76,160.28,12.42,3.75,0.1741,2070,1.62,0.139254655
16.9,0.0773,3.185,2.938,10.42,61.93,288.72,141.03,3.43,0.1734,2080,1.96,0.145103564
18.09,0.1232,2.43,2.13,2.33,105.39,102.69,82.92,2.73,0.2602,1380,1.13,0.138234976
18.04,0.0745,1.965,1.819,19.22,243.93,121.19,345.85,2.11,0.3578,1010,0.87,0.133592474
17.03,0.168,2.61,2.172,15.02,165.57,196.92,131.24,3.05,0.2337,1540,1.17,0.151759904
16.87,0.0726,2.964,2.749,10.76,66.54,323.62,235.3,3.18,0.1931,1860,1.76,0.163722591
17.1,0.1573,2.778,2.341,4.06,303.67,23.26,172.38,3.22,0.2128,1690,1.33,0.13598514
16.18,0.0336,3.128,3.023,11.89,170.84,116.34,0.82,3.23,0.1781,2020,2.03,0.146215278
16.9,0.0908,2.976,2.706,5.79,132.54,319.71,18.67,3.25,0.192,1880,1.73,0.120897026
16.18,0.1717,2.889,2.393,10.25,285.54,109.21,35.45,3.39,0.2007,1790,1.42,0.143231347
18.01,0.0638,2.646,2.477,15.22,101.34,353.19,191.73,2.81,0.229,1570,1.49,0.149523339
16.01,0.2848,3.11,2.224,15.11,253.18,80.49,194.6,4,0.1797,2000,1.27,0.152140748
19.5,0.1908,2.231,1.806,4.54,200.83,151.38,154.15,2.66,0.2957,1220,0.803,0.129209055
18.4,0.0798,1.968,1.811,21.86,181.94,160.01,25.42,2.12,0.3571,1010,0.813,0.138630075
17.54,0.0467,2.666,2.541,6.86,112.76,59.43,104.86,2.79,0.2264,1590,1.56,0.151401104
16.6,0.1129,3.019,2.678,9.04,289.32,103.86,257.71,3.36,0.1879,1920,1.7,0.147128475
19.4,0.1976,2.484,1.993,6.04,249.45,195.03,350.3,2.98,0.2517,1430,1.01,0.136918689
17.7,0.1663,2.676,2.231,4.04,105.95,285.04,264.84,3.12,0.2252,1600,1.24,0.14825767
17.35,0.0681,1.836,1.711,25.14,11.68,181.21,94.24,1.96,0.3962,909,0.712,0.135349326
16.84,0.165,2.611,2.18,13.36,292.26,105.78,211.94,3.04,0.2337,1540,1.23,0.137153389
17.38,0.0961,2.717,2.456,6.24,100.53,333.21,284.56,2.98,0.2201,1640,1.47,0.148831873
18.7,0.2301,2.365,1.821,4.14,170.56,223.63,307.74,2.91,0.271,1330,0.83,0.128756549
17.66,0.182,2.587,2.116,11.49,168.76,205.81,356.55,3.06,0.2369,1520,1.12,0.131286387
17.2,0.2442,3.039,2.297,15.5,122.69,233.79,88.55,3.78,0.1861,1930,1.33,0.139626603
18,0.196,3.154,2.535,12.52,352.9,38.78,252.08,3.77,0.176,2050,1.55,0.128750982
17.7,0.0335,2.774,2.681,5.51,305.13,159.65,102.99,2.87,0.2133,1690,1.7,0.120632964
15.96,0.0678,3.043,2.837,0.87,264.65,53.32,44.8,3.25,0.1857,1940,1.82,0.161502438
16.89,0.0714,3.053,2.835,15.76,232.8,86.62,341.56,3.27,0.1848,1950,1.88,0.131099761
18.4,0.0688,1.902,1.771,19.63,213.22,100.87,193.01,2.03,0.3758,958,0.841,0.133302139
17.59,0.1375,2.722,2.348,14.77,50.6,115.53,277.52,3.1,0.2194,1640,1.39,0.138737912
16.71,0.1421,2.712,2.326,12.84,256.53,351.01,108.32,3.1,0.2207,1630,1.31,0.14461356
17.35,0.0992,2.626,2.366,12.48,265.81,205.85,127.29,2.89,0.2316,1550,1.39,0.149816888
17.56,0.2128,2.756,2.17,8.78,217.83,165.47,127.45,3.34,0.2154,1670,1.18,0.14939962
16.79,0.035,2.711,2.616,6.96,91.24,274.33,78.2,2.81,0.2208,1630,1.63,0.148412075
17.43,0.0815,2.59,2.379,9.73,5.91,348.1,177.56,2.8,0.2364,1520,1.38,0.163584461
17.09,0.1004,2.198,1.977,5.33,50.46,212.43,116.46,2.42,0.3025,1190,0.965,0.132580869
18.5,0.1747,2.572,2.123,8.59,199.55,148.9,155.29,3.02,0.2389,1510,1.12,0.146986104
15.31,0.1986,2.524,2.023,2.49,182.69,203.38,130,3.03,0.2458,1460,1.03,0.148266843
17.75,0.1752,2.263,1.866,2.28,212.99,244.43,116.14,2.66,0.2896,1240,0.884,0.122363603
17.56,0.1491,3.047,2.593,7.47,74.87,40.01,77.58,3.5,0.1853,1940,1.61,0.137002758
19.1,0.3131,2.466,1.693,4.55,144.1,52.19,182.38,3.24,0.2546,1410,0.698,0.122438373
18.87,0.2798,2.582,1.86,6.48,53.9,335.46,33.48,3.3,0.2375,1520,0.868,0.14555646
17.7,0.1171,3.06,2.702,15.24,51.01,304.81,174.27,3.42,0.1841,1960,1.73,0.13757861
17.2,0.1292,2.963,2.58,3.33,348.35,185.6,183.17,3.35,0.1932,1860,1.58,0.139652486
15.66,0.0994,2.65,2.387,4.33,101.19,188.45,42.95,2.91,0.2284,1580,1.37,0.150762358
18.1,0.1625,2.386,1.999,2.91,51.68,157.33,294.11,2.77,0.2674,1350,0.995,0.127824748
19,0.2442,2.369,1.791,6.66,22.44,322.97,118.31,2.95,0.2703,1330,0.79,0.132280614
18.4,0.2071,2.551,2.022,1.84,174.2,73.53,313.58,3.08,0.242,1490,1.01,0.153786322
19.2,0.1442,2.228,1.907,3.24,99.2,288.76,323.8,2.55,0.2964,1210,0.915,0.141977475
16.86,0.0788,2.768,2.55,5.47,121.82,274.97,178.26,2.99,0.214,1680,1.56,0.146598363
17.58,0.057,1.908,1.799,18.87,309.25,241.74,355.95,2.02,0.3741,962,0.849,0.140884973
19.57,0.1927,2.29,1.849,1.97,158.94,118.78,43.38,2.73,0.2844,1270,0.834,0.141253472
17.6,0.1382,3.159,2.722,0.55,11.65,140.3,89.4,3.6,0.1755,2050,1.73,0.151569625
18.9,0.1851,2.448,1.995,1.11,201.64,196.94,120.95,2.9,0.2573,1400,1,0.133336029
16.88,0.2138,2.711,2.132,8.21,24.6,224.62,238.34,3.29,0.2208,1630,1.13,0.132449471
18.08,0.1587,2.333,1.963,3.12,162.39,276.48,46.9,2.7,0.2766,1300,0.981,0.148515409
17.5,0.1443,2.706,2.316,6.83,104,239.42,189.76,3.1,0.2214,1630,1.32,0.122604493
17.4,0.1481,2.774,2.364,17.4,173.09,132.51,30.92,3.19,0.2133,1690,1.38,0.139232102
18.4,0.1417,3.025,2.596,10.55,200.48,232.93,351.07,3.45,0.1874,1920,1.63,0.141215804
18,0.1581,2.651,2.232,12.78,195.77,183.79,215.71,3.07,0.2284,1580,1.23,0.132682512
16.9,0.161,2.861,2.401,15.67,132.84,253,249.02,3.32,0.2036,1770,1.46,0.14020581
16.12,0.1126,2.393,2.123,3.59,51.4,163.27,262.71,2.66,0.2663,1350,1.12,0.149097141
15.58,0.11,2.776,2.471,8.43,303.83,170.12,104.15,3.08,0.2131,1690,1.49,0.126933
17.6,0.1943,2.641,2.128,3.13,72,236.81,208.8,3.15,0.2297,1570,1.12,0.136886469
14.8,0.062,5.139,4.82,29.79,159.79,179.98,306.72,5.46,0.08461,4250,3.81,0.153886
16.7,0.1165,2.668,2.357,20.42,225.63,279.09,40.24,2.98,0.2262,1590,1.46,0.143347584
15.15,0.126,2.405,2.101,3.81,90.98,19.75,351.43,2.71,0.2643,1360,1.12,0.158636925
17.3,0.1887,2.665,2.162,12.56,125.37,210.69,204.2,3.17,0.2266,1590,1.16,0.152935372
16.87,0.2886,2.751,1.957,18.56,197.46,195.66,315.27,3.54,0.216,1670,0.968,0.129503713
17.06,0.2021,2.293,1.83,7.06,100,224.33,199,2.76,0.2839,1270,0.826,0.125701104
16.87,0.2456,2.639,1.991,16.8,31.37,270.27,195.97,3.29,0.2299,1570,1.06,0.134454499
19.2,0.0825,1.903,1.746,23.54,85.28,71.06,230.71,2.06,0.3755,959,0.834,0.140469279
17.6,0.1519,2.746,2.329,4.37,113.95,139.13,286.98,3.16,0.2166,1660,1.32,0.127624115
18.9,0.1691,2.389,1.985,3.47,80.21,349.8,117.81,2.79,0.2669,1350,1,0.143785703
19.3,0.2896,2.2,1.563,9.1,99.45,199.51,10.63,2.84,0.3021,1190,0.551,0.146560591
15.91,0.1839,2.711,2.212,10.21,127.22,293.46,349.31,3.21,0.2208,1630,1.25,0.139849939
17.24,0.2484,3.118,2.343,14.76,273.05,71.87,39.1,3.89,0.179,2010,1.39,0.138549028
17.38,0.1048,3.07,2.749,13.51,174.52,136.21,65.51,3.39,0.1832,1970,1.75,0.130489953
17.4,0.0865,2.652,2.423,10.62,290.94,68.43,347.07,2.88,0.2282,1580,1.44,0.134314904
15.64,0.1267,2.772,2.421,9.6,167.48,293.58,338.12,3.12,0.2135,1690,1.46,0.150053878
19.1,0.2616,2.307,1.703,12.76,102.59,197.52,57.67,2.91,0.2813,1280,0.693,0.143269702
17.7,0.1963,2.473,1.987,6.08,147.12,241.53,70.58,2.96,0.2534,1420,1,0.140208461
15.99,0.14,3.132,2.694,27.93,181.94,216.63,144.74,3.57,0.1778,2020,1.73,0.128377079
17.23,0.0794,3.136,2.887,11.84,137.96,172.94,74.18,3.38,0.1775,2030,1.87,0.142864583
16.46,0.1928,2.688,2.17,13.71,179.71,174.09,36.52,3.21,0.2237,1610,1.17,0.154797804
18.45,0.1168,2.216,1.957,3.11,201.98,222.03,53.23,2.47,0.2988,1200,0.971,0.131248647
17.82,0.2245,2.663,2.065,10.93,300.88,152.74,125.6,3.26,0.2268,1590,1.09,0.131174471
17.9,0.154,2.927,2.476,1.84,238.86,119.55,172.65,3.38,0.1968,1830,1.47,0.135938935
16.9,0.1097,3.171,2.824,10.42,88.18,296.85,307.26,3.52,0.1745,2060,1.85,0.147421784
16.7,0.0779,3.17,2.923,17.78,125.93,286.99,39.2,3.42,0.1746,2060,1.99,0.148568022
17.74,0.0409,1.961,1.881,18.41,341.71,325.62,74.04,2.04,0.3589,1000,0.881,0.130211728
25.2,0.4213,1.013,0.586,17.58,224.59,241.48,72.38,1.44,0.9669,372,0.0189,0.130737346
17.41,0.2888,2.651,1.885,14.26,78.71,299.98,33.76,3.42,0.2284,1580,0.934,0.14354473
18.2,0.1773,2.602,2.141,3.17,66.6,13.42,29.23,3.06,0.2348,1530,1.16,0.139116371
18.9,0.1904,2.385,1.931,12.38,66.26,126.2,190.56,2.84,0.2675,1350,0.956,0.139166264
16.12,0.2902,2.592,1.84,3.85,90.91,244.8,210.9,3.34,0.2362,1520,0.835,0.121630694
16.05,0.2059,2.338,1.857,5.19,31.72,24.19,264.03,2.82,0.2756,1310,0.87,0.144142428
18.4,0.0869,2.734,2.496,3.74,248.62,109.07,124.75,2.97,0.218,1650,1.5,0.121430602
18.05,0.194,2.568,2.07,13.37,16.36,316.16,31.41,3.07,0.2394,1500,1.08,0.144943685
18.74,0.0803,1.864,1.714,16.37,345.95,266.58,58.06,2.01,0.3873,930,0.789,0.144208615
16.39,0.0661,3.014,2.815,11.17,192.71,165.2,84.32,3.21,0.1883,1910,1.81,0.150025296
17.8,0.1914,2.891,2.337,12.25,349.31,161.55,221.09,3.44,0.2005,1800,1.35,0.129627309
16.08,0.0737,2.593,2.402,9.49,267.46,26.4,329.22,2.78,0.236,1530,1.39,0.135952043
17.1,0.1669,2.562,2.134,6.43,141.08,72.06,244.12,2.99,0.2404,1500,1.14,0.133511062
16.55,0.0312,2.978,2.885,9.24,351.56,72.09,50.02,3.07,0.1918,1880,1.91,0.144789679
17.5,0.2598,2.882,2.133,12.24,266.45,52.77,261.54,3.63,0.2014,1790,1.15,0.140444163
17.02,0.0188,2.299,2.256,5.33,176.7,334.58,184.19,2.34,0.2828,1270,1.26,0.114689063
15.44,0.0638,3.01,2.818,2.38,177.28,118.98,93.51,3.2,0.1888,1910,1.8,0.154102603
17.5,0.1015,2.34,2.103,5.55,195.84,238.4,184.07,2.58,0.2753,1310,1.12,0.146569808
17.9,0.1226,2.726,2.392,6.86,138.26,182.27,236.22,3.06,0.219,1640,1.38,0.146413914
17.3,0.1387,3.079,2.652,12.4,153.44,234.67,153.54,3.51,0.1824,1970,1.68,0.149050873
17.28,0.0701,2.962,2.755,7.18,241.93,226.73,302.11,3.17,0.1933,1860,1.78,0.156364974
15.98,0.3141,2.365,1.622,1.48,117.16,272.94,166.8,3.11,0.2711,1330,0.628,0.140429698
17.6,0.1343,2.548,2.206,11.01,135.76,108.7,108.22,2.89,0.2423,1490,1.22,0.1592151
23.43,0.3463,1.562,1.021,9.68,308.76,7.86,82.99,2.1,0.5048,713,0.00999,0.141692584
17.2,0.0889,2.812,2.562,9.9,125.44,26.13,5.08,3.06,0.2091,1720,1.58,0.148415256
17.53,0.1344,2.474,2.142,3.39,63.05,23.29,234.56,2.81,0.2533,1420,1.16,0.132219527
18.3,0.2025,2.616,2.087,10,358.23,109.25,67.55,3.15,0.2329,1550,1.25,0.130308896
16.59,0.137,2.782,2.401,4.65,192.38,92.94,131.89,3.16,0.2124,1690,1.39,0.147646394
